Subject_ID,Skill_Computed,Total_Time,Total_demos,Sgm_id,Sgm_Duration,Subsegments,RF_Passive,RF_Active,Var_Int_P_X,Var_Int_P_Y,Var_Int_P_Z,Var_Int_A_X,Var_Int_A_Y,Var_Int_A_Z,Stiff_P_X,Stiff_P_Y,Stiff_P_Z,Stiff_A_X,Stiff_A_Y,Stiff_A_Z,meanGQ_X,meanGQ_Y,meanGQ_Z,meanGQ_RX,meanGQ_RY,meanGQ_RZ,minGQ_X,minGQ_Y,minGQ_Z,minGQ_RX,minGQ_RY,minGQ_RZ,maxGQ_X,maxGQ_Y,maxGQ_Z,maxGQ_RX,maxGQ_RY,maxGQ_RZ,maxF_X,maxF_Y,maxF_Z,maxT_X,maxT_Y,maxT_Z
17,1,11.48,20,3,540,1,1,3,1,1,1,1,1,1,0.60323,0.79187,0.66243,0.55559,0.47032,0.49194,1.0796,0.71207,0.52455,0.094633,0.04855,0.065379,0.30699,0.1837,0.080067,3.2898e-05,2.7058e-05,2.526e-05,3.2771,1.5852,1.0179,0.63852,0.31029,0.45535,20.382,24.722,5.4003,2.7625,0.074681,0.0053593
18,1,14.12,11,1,199,1,1,1,1,1,1,1,1,1,0.27004,0.33249,0.53214,0.42042,0.54715,0.48454,0.82285,0.41892,0.5823,0.1958,0.13984,0.17023,0.17053,0.14191,0.087594,0.014953,0.018396,0.016429,1.5116,0.92133,1.4856,1.0602,0.46045,0.47399,15.868,18.826,1.019,2.1821,0.16199,0.024764
18,1,14.12,11,2,600,1,2,1,2,2,3,2,3,2,0.41379,0.45513,0.35695,0.40361,0.34689,0.31061,0.96758,0.80188,0.27235,0.28704,0.13423,0.21552,0.1891,0.032088,0.056801,0,0,0,2.1859,2.4318,0.80025,1.2391,0.28885,0.67214,15.868,18.826,1.019,2.1821,0.16199,0.024764
18,1,14.12,11,3,600,1,2,1,1,1,1,1,1,1,0.63791,0.49452,0.666,0.50402,0.59434,0.7015,0.63719,0.87684,0.39481,0.084976,0.078139,0.10287,0.23858,0.41163,0.049877,0.0047819,0.0018997,0.0018507,1.2183,1.9744,0.85333,0.31026,0.36376,0.79112,15.868,18.826,1.019,2.1821,0.16199,0.024764
19,1,8.83,17,1,99,1,1,1,1,1,1,1,1,1,0.49662,0.5468,0.51665,0.51764,0.4946,0.26582,0.73596,0.33872,0.13072,0.56183,0.77411,0.72058,0.22987,0.11711,0.060045,0.046962,0.11071,0.15108,1.3518,0.56713,0.24956,1.3374,2.1099,1.2617,11.674,15.134,6.4301,1.7722,0.10971,0.0074701
19,1,8.83,17,2,400,1,1,1,3,3,3,2,3,2,0.33523,0.55512,0.55106,0.37414,0.54801,0.28072,0.60898,0.44091,0.036477,0.20077,0.28449,0.27857,0,0,0,0.015617,0.014902,0.11953,1.3725,2.6365,0.18109,0.44006,0.70762,0.53709,11.674,15.134,6.4301,1.7722,0.10971,0.0074701
19,1,8.83,17,3,380,1,2,3,1,1,1,1,1,1,0.69074,0.57905,0.62362,0.6684,0.55646,0.47695,0.98932,0.79269,0.58897,0.047069,0.14189,0.28435,0.63066,0.53412,0.20211,0.0064849,0.0059945,0.0036418,1.3611,1.6839,1.3481,0.48144,0.95566,2.3752,11.674,15.134,6.4301,1.7722,0.10971,0.0074701
20,0,14.86,13,1,299,1,2,3,1,1,1,1,1,1,0.20323,0.41189,0.28434,0.28068,0.4272,0.68378,0.86698,0.61947,0.43107,0.040011,0.082756,0.11654,0.16464,0.13945,0.22152,0.00012872,0.00011851,0.00012159,1.5875,1.1261,0.87737,0.15513,0.80844,1.0768,8.6476,18.88,1.3787,2.2074,0.14398,0.0054855
20,0,14.86,13,2,600,4,1,1,2,3,1,3,2,2,0.37973,0.33065,0.46258,0.36569,0.36867,0.29234,0.71657,1.8733,0.30685,0.15764,0.076828,0.12325,0.1747,0.21073,0.012073,0,0,0,2.1276,4.6377,0.91047,0.55489,0.39455,0.64846,8.6476,18.88,1.3787,2.2074,0.14398,0.0054855
20,0,14.86,13,3,580,1,2,1,1,1,1,1,1,1,0.61144,0.63259,0.55352,0.59535,0.50224,0.38002,0.823,0.75462,0.38786,0.14872,0.16371,0.28764,0.18457,0.17733,0.1815,0.00051136,0.0017612,0.002452,1.7507,1.3492,0.75427,0.55017,0.39874,1.0459,8.6476,18.88,1.3787,2.2074,0.14398,0.0054855
21,1,8.63,13,1,99,1,1,1,1,1,1,1,1,1,0.60159,0.50851,0.59209,0.48722,0.32449,0.32134,0.74343,1.0558,0.3006,0.31139,0.11021,0.24772,0.35873,0.63511,0.052195,0.0020216,0.0067994,0.0070209,1.2781,1.6172,0.49253,1.0181,0.29459,0.75088,10.411,26.934,1.0678,3.2216,0.26753,0.02318
21,1,8.63,13,2,300,1,1,1,2,3,2,2,3,2,0.44735,0.29672,0.41571,0.34857,0.58251,0.37129,0.53595,1.917,0.33792,0.22073,0.10989,0.29968,0.18108,0.88006,0.10553,0.023416,0.016562,0.023009,1.1286,3.5633,0.55354,0.91356,0.30079,1.2201,10.411,26.934,1.0678,3.2216,0.26753,0.02318
21,1,8.63,13,3,450,1,2,3,1,1,1,1,1,1,0.50049,0.59084,0.51425,0.53434,0.5127,0.54171,0.67156,0.8114,0.63315,0.017663,0.028224,0.031756,0.21746,0.41975,0.30213,0.00014864,0.00011537,0.00011753,1.8795,1.1464,0.9225,0.097028,0.17151,0.20499,10.411,26.934,1.0678,3.2216,0.26753,0.02318
22,0,10.86,13,1,99,1,1,3,1,1,1,1,1,1,0.28476,0.235,0.4965,0.75874,0.6937,0.68981,1.5143,0.42328,0.32282,0.318,0.56268,0.48945,0.78061,0.22541,0.13095,0.091112,0.28581,0.24656,2.3334,0.89476,0.52671,0.58449,0.85333,0.86039,12.927,17.493,2.6651,2.1241,0.078571,0.014829
22,0,10.86,13,2,500,2,1,1,2,3,2,2,3,2,0.54774,0.3242,0.67627,0.4596,0.53754,0.31366,1.7588,0.38097,0.20827,0.15288,0.26728,0.30781,0.27931,0.16239,0.070515,0.027154,0.078568,0.027301,2.5853,0.76104,0.57975,0.43141,1.0415,0.64945,12.927,17.493,2.6651,2.1241,0.078571,0.014829
22,0,10.86,13,3,480,1,2,3,1,1,1,1,1,1,0.80422,0.57666,0.71184,0.70628,0.64111,0.54127,1.9831,1.2668,0.56682,0.15964,0.24943,0.47658,0.41013,0.54736,0.26887,0.0041331,0.0047176,0.0047543,3.4284,2.0051,0.9108,0.5471,0.77411,1.4624,12.927,17.493,2.6651,2.1241,0.078571,0.014829
24,1,12.25,18,1,199,1,1,1,1,1,1,1,1,1,0.15838,0.28148,0.31993,0.67225,0.68131,0.4266,1.7147,1.5136,0.46287,0.17004,0.14711,0.44748,0.10942,0.12315,0.083192,0.010798,0.005283,0.0053464,3.0545,2.7332,1.6816,1.0273,0.43166,1.3212,14.163,9.1607,3.1511,1.1018,0.040714,0.0075129
24,1,12.25,18,2,400,1,2,3,3,3,3,3,2,3,0.50838,0.35925,0.44752,0.53526,0.32009,0.49148,1.159,1.6495,0.42665,0.15784,0.12063,0.34908,0.31934,0.80154,0.08256,0.0076804,0.0065081,0.0066934,2.8844,3.9187,1.5229,0.84428,1.113,1.2081,14.163,9.1607,3.1511,1.1018,0.040714,0.0075129
24,1,12.25,18,3,600,1,1,1,1,1,1,1,1,1,0.52261,0.76948,0.49957,0.65763,0.66886,0.80594,0.898,1.296,0.77477,0.34496,0.32946,0.86741,0.23749,0.17094,0.046823,0.012042,0.034386,0.014997,1.9534,2.4514,2.2682,0.93505,1.1634,2.8312,14.163,9.1607,3.1511,1.1018,0.040714,0.0075129
25,1,8.65,14,1,199,1,1,3,1,1,1,1,1,1,0.62008,0.6773,0.59847,0.27611,0.46535,0.71168,1.075,0.34152,0.94642,0.10103,0.24934,0.37315,0.30816,0.062894,0.20565,0.011191,0.024008,0.010658,2.3132,1.1385,1.7947,0.42825,0.91174,1.0252,23.028,11.454,1.0035,1.3504,0.060572,0.01636
25,1,8.65,14,2,200,1,1,1,3,2,3,3,2,2,0.4962,0.38969,0.43372,0.31698,0.20119,0.36207,1.7482,0.38597,0.46803,0.081409,0.22645,0.20516,0.10258,0.056496,0.15771,0.0016013,0.0013418,0.0012649,3.0129,1.7414,1.139,0.38874,0.88004,0.73502,23.028,11.454,1.0035,1.3504,0.060572,0.01636
25,1,8.65,14,3,400,1,2,3,1,1,1,1,1,1,0.52275,0.57919,0.52851,0.77509,0.45806,0.48736,0.46465,0.64328,0.17212,0.098873,0.31201,0.19348,0.092983,0.20465,0.09157,0.0045055,0.001784,0.001677,2.5078,1.2504,0.46644,0.33938,0.84471,0.46457,23.028,11.454,1.0035,1.3504,0.060572,0.01636
27,1,8.86,12,1,99,1,1,3,1,1,1,1,1,1,0.63694,0.41594,0.406,0.66492,0.50126,0.37951,1.0889,0.37499,0.59801,0.90645,0.65445,0.85815,0.18665,0.10133,0.11132,0.1977,0.1684,0.19032,3.0149,1.0079,1.4303,2.6785,2.2094,2.2757,19.215,10.36,1.2187,1.3199,0.064767,0.0089181
27,1,8.86,12,2,300,1,1,1,3,3,2,2,3,2,0.37738,0.37537,0.5701,0.44014,0.3668,0.49954,1.2352,0.75419,0.61979,0.74403,0.5947,0.80411,0.2259,0.084468,0.11016,0.10713,0.11159,0.34016,2.1578,2.5483,1.8878,1.706,1.2828,2.0925,19.215,10.36,1.2187,1.3199,0.064767,0.0089181
27,1,8.86,12,3,480,1,2,3,1,1,1,1,1,1,0.28517,0.59804,0.60247,0.65304,0.4968,0.79685,0.63692,1.7057,0.36879,0.68004,0.77193,1.4045,0.17935,1.0521,0.15705,0.1279,0.12978,0.8496,2.0838,2.2795,0.60645,1.4675,1.8205,2.2755,19.215,10.36,1.2187,1.3199,0.064767,0.0089181
29,1,15.88,15,1,99,1,2,1,1,1,1,1,1,1,0.25681,0.36241,0.44475,0.61404,0.50538,0.64367,0.69631,0.70002,0.69698,0.3567,0.082333,0.10454,0.39176,0.079914,0.088331,0.0060838,0.0024824,0.0029334,1.2611,1.5829,1.3459,0.69692,0.38286,0.63321,19.825,9.8176,4.6215,1.1937,0.033634,0.015183
29,1,15.88,15,2,600,1,1,1,3,3,3,2,3,3,0.581,0.46678,0.30696,0.49108,0.23498,0.3353,0.54192,0.83946,0.7081,0.43854,0.19676,0.12213,0.22434,0.18824,0.12013,0.0027642,0.0027586,0.0032977,0.95106,1.5304,1.4645,1.0812,0.85291,0.4904,19.825,9.8176,4.6215,1.1937,0.033634,0.015183
29,1,15.88,15,3,700,1,2,3,1,1,1,1,1,1,0.64762,0.64861,0.70927,0.60067,0.61995,0.59986,0.36475,0.90162,0.65896,0.14652,0.37225,0.17831,0.094171,0.39957,0.23023,0.00038168,0.0016387,0.0014834,0.75875,1.7469,1.3063,1.1425,1.0543,0.48148,19.825,9.8176,4.6215,1.1937,0.033634,0.015183
30,0,14.9,11,1,99,1,1,1,1,1,1,1,1,1,0.67627,0.50602,0.65228,0.54127,0.46449,0.54848,0.853,1.1247,0.69021,0.35318,0.057104,0.083019,0.49275,0.34778,0.3594,0.0022327,0.003729,0.0041225,1.7705,2.0087,1.1445,0.97489,0.22142,0.27059,30.303,15.623,0.61064,1.7589,0.066261,0.19055
30,0,14.9,11,2,600,2,1,1,2,3,2,3,2,3,0.33156,0.4916,0.40567,0.43701,0.2982,0.49563,0.59173,1.2623,0.62053,0.49285,0.39274,0.30426,0.36749,0.23864,0.20965,0.073002,0.017997,0.066076,0.75825,2.0987,1.2441,1.3908,1.3731,0.53454,30.303,15.623,0.61064,1.7589,0.066261,0.19055
30,0,14.9,11,3,700,1,2,3,1,1,1,1,1,1,0.49683,0.49475,0.60558,0.63229,0.51025,0.57934,0.44262,1.1334,0.6775,0.23418,0.49208,0.51513,0.21864,0.24316,0.28211,0.0088703,0.01101,0.11997,0.88592,1.7038,1.6195,1.1456,0.96634,1.3828,30.303,15.623,0.61064,1.7589,0.066261,0.19055
31,1,11.45,12,1,99,1,2,3,1,1,1,1,1,1,0.5648,0.40985,0.61379,0.43797,0.50472,0.498,0.90754,0.89576,0.94433,0.40397,0.041186,0.17172,0.33423,0.35283,0.46638,0.0017323,0.0013961,0.001351,3.1552,1.7486,1.3716,2.2024,0.16474,1.6422,20.701,10.968,3.8727,1.3037,0.046348,0.04908
31,1,11.45,12,2,600,1,1,1,2,2,1,3,2,2,0.31981,0.40563,0.33868,0.50213,0.27465,0.29834,0.69228,1.4172,0.70932,0.47288,0.084077,0.076113,0.24395,0.37925,0.21582,0.017756,0.013451,0.012322,1.954,3.6674,1.222,1.7346,0.44029,0.33035,20.701,10.968,3.8727,1.3037,0.046348,0.04908
31,1,11.45,12,3,400,1,2,3,1,1,1,1,1,1,0.62556,0.4716,0.48452,0.56141,0.50128,0.59067,1.2872,0.93248,1.0216,0.07936,0.12337,0.4002,0.16971,0.64974,0.5194,0.0013195,0.0015495,0.0001695,3.9786,1.3383,1.5703,0.4964,0.71826,0.90803,20.701,10.968,3.8727,1.3037,0.046348,0.04908
32,0,10.37,10,1,99,1,1,1,1,1,1,1,1,1,0.46908,0.50291,0.4626,0.45413,0.7214,0.54438,0.41583,0.59582,0.54998,0.074858,0.052648,0.056326,0.045414,0.10885,0.12031,0,0,0,0.89626,1.3343,1.5985,0.48102,0.26987,0.2242,14.549,7.1983,1.655,0.89858,0.14801,0.024163
32,0,10.37,10,2,400,3,2,3,2,2,2,2,3,3,0.44165,0.43323,0.28574,0.25161,0.22426,0.36454,0.6124,0.98846,0.92121,0.12051,0.14368,0.028334,0.019734,0.34842,0.11808,3.1461e-05,6.5262e-05,3.1271e-05,1.9019,1.5929,2.0994,0.97937,1.251,0.10976,14.549,7.1983,1.655,0.89858,0.14801,0.024163
32,0,10.37,10,3,500,1,2,3,1,1,1,1,1,1,0.67504,0.55178,0.57128,0.64946,0.46731,0.6807,0.52453,0.78917,0.78499,0.038049,0.081178,0.10099,0.097699,0.2364,0.29105,0.0014202,0.0003797,0.0053928,1.0977,1.6416,1.0895,0.23247,0.51714,0.36754,14.549,7.1983,1.655,0.89858,0.14801,0.024163
33,1,8.56,15,1,99,1,1,1,1,1,1,1,1,1,0.51058,0.51936,0.62895,0.5592,0.65317,0.57604,1.0824,0.57688,0.47544,0.97299,0.41772,0.5134,0.27768,0.18981,0.20683,0.08077,0.054067,0.12409,1.859,1.8305,1.128,4.1624,1.3576,1.1692,25.143,8.2908,3.3174,0.98815,0.070594,0.0080688
33,1,8.56,15,2,300,1,1,1,3,3,3,2,3,2,0.32162,0.34998,0.46692,0.53335,0.28859,0.32548,0.86433,1.5554,1.3642,0.50709,0.21075,0.29909,0.19004,0.15769,0.39354,0.00018195,0.00017984,0.00018041,2.317,3.0662,2.9232,2.3081,0.81213,1.3397,25.143,8.2908,3.3174,0.98815,0.070594,0.0080688
33,1,8.56,15,3,450,1,2,3,1,1,1,1,1,1,0.6334,0.67055,0.58462,0.61887,0.52281,0.58388,0.71313,1.0774,0.45693,0.97944,0.59304,0.88366,0.20953,0.45637,0.27648,0.02797,0.091413,0.37215,1.1512,1.7784,0.77481,3.665,1.2707,1.3872,25.143,8.2908,3.3174,0.98815,0.070594,0.0080688
34,0,11.5,14,1,199,1,1,1,1,1,1,1,1,1,0.62491,0.53825,0.59934,0.74211,0.59842,0.61462,0.74982,0.39788,0.45082,0.095334,0.80068,0.42095,0.2823,0.17013,0.21135,0.045864,0.057959,0.0503,1.4745,1.7081,1.4487,0.19154,1.807,1.7927,19.183,10.756,3.8445,1.1324,0.064502,0.008856
34,0,11.5,14,2,400,3,1,1,3,3,3,3,2,3,0.29981,0.41177,0.2857,0.43191,0.30739,0.31115,1.5636,0.34778,0.42546,0.12689,0.87488,0.8627,0.524,0.035297,0.099253,0.016182,0.021739,0.023923,2.8572,1.2327,0.91629,0.27776,3.2063,1.8597,19.183,10.756,3.8445,1.1324,0.064502,0.008856
34,0,11.5,14,3,550,1,2,3,1,1,1,1,1,1,0.61183,0.65631,0.77606,0.61424,0.47069,0.4809,0.40577,0.72602,0.5404,0.40797,0.1333,1.5961,0.10646,0.14451,0.17105,0.060388,0.052111,0.34261,1.4572,1.3158,0.87246,1.1191,0.60521,3.3548,19.183,10.756,3.8445,1.1324,0.064502,0.008856
35,1,8.83,18,1,99,1,2,3,1,1,1,1,1,1,0.55054,0.44842,0.63421,0.57871,0.39515,0.3204,0.56202,0.46773,0.51174,0.7003,1.0509,1.463,0.237,0.22833,0.17176,0.099945,0.11676,0.32309,1.8331,1.0004,1.3587,1.7545,3.3499,4.0426,12.543,1.9418,3.2817,0.18789,0.032295,0.0028151
35,1,8.83,18,2,300,1,1,1,2,3,2,3,2,2,0.49648,0.44427,0.37921,0.32182,0.4023,0.54745,0.99457,0.96936,0.83024,0.48247,0.80013,0.8343,0.21946,0.32905,0.39561,0.11957,0.13697,0.1376,2.1592,2.3937,1.2805,1.1013,2.436,1.3802,12.543,1.9418,3.2817,0.18789,0.032295,0.0028151
35,1,8.83,18,3,480,1,2,3,1,1,1,1,1,1,0.51936,0.53152,0.49537,0.53308,0.66237,0.33511,0.31806,1.1984,0.73099,1.2379,0.14416,1.8042,0.18093,0.50736,0.17938,0.12537,0.043998,0.60221,0.53323,1.6509,1.1804,2.3234,0.30427,2.7057,12.543,1.9418,3.2817,0.18789,0.032295,0.0028151
36,1,6.52,15,1,99,1,1,1,1,1,1,1,1,1,0.53159,0.64116,0.66327,0.68635,0.65202,0.61161,1.0702,1.1046,0.38475,0.44274,0.27435,0.4434,0.099145,0.044405,0.15645,0.0059177,0.022896,0.0053607,3.0919,1.7912,0.77734,1.3718,1.4444,0.89744,14.256,8.5534,1.8997,0.98815,0.060649,0.027236
36,1,6.52,15,2,200,1,1,1,2,3,2,3,3,3,0.59673,0.41381,0.36307,0.58239,0.39929,0.32365,0.98826,1.3754,0.51737,0.12586,0.17015,0.16735,0.061743,0.29968,0.18331,0.0057129,0.0056555,0.0058287,4.4097,2.8703,0.90852,0.84366,1.9216,1.6382,14.256,8.5534,1.8997,0.98815,0.060649,0.027236
